N,P,K,temperature,humidity,ph,rainfall,label
33.0,23.0,45.0,20.00218987,85.83618191,7.116538883,112.337046,9.0
13.0,17.0,45.0,21.25433607,92.65058936,7.159520979,106.2784673,9.0
39.0,24.0,39.0,23.65374106,93.32657504,6.431265737,109.8076178,9.0
91.0,94.0,46.0,29.36792366,76.24900101,6.149934034,92.82840911,10.0
105.0,95.0,50.0,27.33368994,83.67675197,5.849076099,101.0494791,10.0
108.0,92.0,53.0,27.40053601,82.96221306,6.276800323,104.9378,10.0
86.0,76.0,54.0,29.3159075,80.11585705,5.926824754,90.10978128,10.0
90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,10.0
108.0,88.0,55.0,26.28845991,83.390039,5.891458107,113.8729798,10.0
118.0,88.0,52.0,28.65003945,82.68752542,5.8431631610000005,98.75084366,10.0
101.0,87.0,54.0,29.07311132,76.50045221,6.376756632999999,100.1692639,10.0
106.0,85.0,53.0,27.1994597,78.80860679999998,5.91505509,99.72430835,10.0
86.0,95.0,49.0,28.05484146,78.04602887,6.458714879,108.3957179,10.0
85.0,95.0,47.0,25.94019018,78.3422098,6.211833161,119.84797,10.0
109.0,79.0,45.0,27.66752761,79.68542782,6.490074429,108.66464,10.0
100.0,76.0,45.0,25.56703012,75.94067692,5.590236025,102.7867717,10.0
117.0,86.0,48.0,28.6956201,82.54195839,6.225225238999999,116.1616839,10.0
114.0,94.0,53.0,26.33544853,76.8532006,6.190757458999999,118.6858263,10.0
80.0,71.0,47.0,27.50527651,80.79783998,6.156373499,105.0776992,10.0
114.0,79.0,51.0,26.21009246,82.34429458,6.313197204,112.0700033,10.0
88.0,78.0,45.0,29.10403455,79.19588629,6.324270089,92.07835761,10.0
112.0,73.0,48.0,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,10.0
117.0,76.0,47.0,25.56202173,77.38229006,6.119216009,93.10247183,10.0
111.0,87.0,48.0,26.3985515,81.36028902,5.571401169,98.16752001,10.0
89.0,83.0,47.0,28.09577643,77.79586769,5.63127166,109.5408614,10.0
93.0,91.0,47.0,27.84767901,83.31110751,6.101241579,117.2878912,10.0
92.0,81.0,52.0,27.39341554,81.4654833,6.438137278999998,94.31102057,10.0
105.0,74.0,45.0,25.14517635,81.38204104,6.098369122,119.218154,10.0
94.0,91.0,51.0,29.16093424,76.67484233,5.6180944460000015,109.575944,10.0
116.0,71.0,47.0,27.57278064,82.0638878,6.435785799,91.34276507,10.0
117.0,79.0,49.0,25.40909896,82.36208097,6.176644228,112.9794804,10.0
119.0,72.0,55.0,25.99069521,83.33983116,6.220643671,112.0777152,10.0
91.0,84.0,52.0,29.14827211,78.71024836,6.390741836,117.536781,10.0
80.0,90.0,47.0,26.59743595,79.35898915,6.21084479,107.3944717,10.0
108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,10.0
109.0,91.0,53.0,29.66727337,83.51014178,6.010095852999999,110.2511102,10.0
90.0,86.0,52.0,25.85036988,81.95580471,5.793260262,119.08561709999998,10.0
83.0,95.0,50.0,26.51682337,77.79913575,5.50947065,108.8547508,10.0
116.0,81.0,55.0,26.42313317,83.69950440000002,5.915546415,95.12322062,10.0
101.0,75.0,50.0,26.59386409,81.40740301,6.242528277999999,109.9825551,10.0
93.0,81.0,50.0,27.71822477,76.57853189,6.0360792660000016,102.2099836,10.0
83.0,94.0,47.0,27.39872329,81.10523402,6.469370954,112.1355384,10.0
86.0,79.0,45.0,27.81251452,82.69285419,5.80766417,99.20961514,10.0
117.0,86.0,53.0,25.19640218,83.55829874,5.703381727999999,115.8586081,10.0
111.0,79.0,53.0,28.31193338,75.77363772,6.165001277999999,119.695765,10.0
95.0,74.0,50.0,25.90113128,80.47152737,6.002481605,110.10323,10.0
91.0,75.0,55.0,27.48612983,76.11239849,6.212369363,109.2768851,10.0
92.0,85.0,51.0,29.22118628,81.08183635,5.740764682000001,108.8616474,10.0
104.0,80.0,54.0,27.09062164,81.33506906,5.879119455,110.1331182,10.0
103.0,72.0,51.0,26.12643374,81.81365007,6.099478745,104.4812858,10.0
92.0,75.0,45.0,29.01207743,77.95192527,5.674403358999999,90.43495443,10.0
120.0,87.0,52.0,28.0764455,76.05522115,5.905494703,118.99235729999998,10.0
108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,10.0
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,10.0
98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,10.0
111.0,88.0,55.0,29.44795403,78.34971537,5.505393832999999,96.45042585,10.0
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902000001,113.1161095,10.0
89.0,91.0,55.0,25.08347445,80.26173100000003,6.275572297999999,94.32961456,10.0
118.0,88.0,51.0,25.44926208,79.49221962,6.201911642000001,100.6619171,10.0
101.0,92.0,45.0,28.22776705,80.64303840000002,5.758054257,98.00403016,10.0
99.0,92.0,47.0,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,10.0
90.0,86.0,55.0,27.96236771,84.15403614,5.644486582000001,97.55986676,10.0
95.0,88.0,52.0,28.00316034,78.90085998,6.235461772000001,94.68180316,10.0
104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,10.0
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,10.0
94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,10.0
99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,10.0
112.0,87.0,48.0,27.19711623,77.39706290000002,6.200111067999999,99.46950465,10.0
113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,10.0
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,10.0
108.0,94.0,47.0,27.35911627,84.54625006,6.387431382999999,90.81250457,10.0
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,10.0
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,10.0
82.0,75.0,55.0,27.34585147,78.48738349999998,6.281069505,92.15524332,10.0
117.0,81.0,53.0,29.50704598,78.20585613,5.507641777999999,98.12565829,10.0
2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,11.0
21.0,26.0,27.0,27.00315545,47.67525434,5.6995869720000005,95.85118326,11.0
25.0,22.0,25.0,33.56150184,45.53556603,5.977413802999999,95.70525913,11.0
0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,11.0
20.0,19.0,35.0,34.17719782,50.62161586,6.113935087000001,98.00687989,11.0
19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,11.0
18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,11.0
11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,11.0
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,11.0
18.0,19.0,27.0,27.75518664,52.34605806,4.772385986000001,94.11213345,11.0
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,11.0
37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,11.0
11.0,27.0,30.0,27.69637763,48.56224879999999,6.39474303,89.85646496,11.0
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,11.0
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,11.0
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,11.0
26.0,37.0,30.0,35.39986338,49.45962621,6.166173833999999,97.41054011,11.0
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,11.0
36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,11.0
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767000001,98.63333684,11.0
38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,97.01331604,11.0
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,11.0
15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,90.82549241,11.0
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,11.0
11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,100.2585673,11.0
33.0,29.0,34.0,31.40948821,49.21729127,6.832979508999999,92.99739415,11.0
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,11.0
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,11.0
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,11.0
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978000001,95.99487068,11.0
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,11.0
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,11.0
26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,90.14047759,11.0
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,11.0
5.0,32.0,33.0,32.32362177,52.58967710000001,5.842763773,93.36718816,11.0
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,92.37238878,11.0
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,11.0
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,11.0
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,11.0
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,11.0
37.0,36.0,27.0,27.552973600000005,47.90859131,5.910634533,90.40332704,11.0
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631000001,90.89173106,11.0
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,11.0
26.0,18.0,30.0,32.06097197,51.08494181,6.336234623999999,96.59816497,11.0
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,11.0
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,11.0
29.0,35.0,28.0,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,11.0
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,11.0
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,11.0
1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,92.21318555,11.0
15.0,36.0,27.0,27.78912455,53.96886679,5.6437102160000014,91.01152997,11.0
3.0,18.0,31.0,31.65333432,48.20662669,6.392313972999999,91.09745581,11.0
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,11.0
33.0,31.0,34.0,31.32995611,50.22287593,5.421265282999999,89.78216168,11.0
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,11.0
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,11.0
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,11.0
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,11.0
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,11.0
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,11.0
14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,91.46664318,11.0
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522000000005,89.59371481,11.0
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,11.0
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,11.0
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047000001,93.53197359,11.0
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,11.0
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,11.0
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,11.0
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,11.0
22.0,18.0,31.0,30.764551500000003,47.93791463,5.956027059,90.38503469,11.0
28.0,23.0,28.0,30.01821337,50.09831810000001,5.676032581,96.08745082,11.0
29.0,34.0,26.0,33.88004781,54.39416048,6.2739536760000005,89.29147581,11.0
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,11.0
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,11.0
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,11.0
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,11.0
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,67.12534492,12.0
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,68.73932528,12.0
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,12.0
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,12.0
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,12.0
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557000001,66.76285469,12.0
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,69.63122027,12.0
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,12.0
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,73.88467027,12.0
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,12.0
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,12.0
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,68.06417307,12.0
32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,67.235765,12.0
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,71.40654520000002,12.0
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,65.52279323,12.0
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,12.0
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,12.0
25.0,121.0,201.0,30.50734778,82.71775569,5.594240602999999,70.08200379,12.0
15.0,125.0,199.0,18.426993600000007,80.55625868,5.569230319,69.75734306,12.0
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,12.0
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,12.0
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,12.0
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,12.0
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,66.53946559,12.0
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,12.0
20.0,142.0,196.0,10.89875873,80.01639435,6.207600782999999,68.69420397,12.0
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,12.0
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,12.0
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,12.0
20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,65.06962486,12.0
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,12.0
11.0,132.0,197.0,15.99050693,81.23966573,5.7343170070000005,74.40198861,12.0
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832000001,65.3973168,12.0
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,12.0
31.0,136.0,197.0,31.11047251,83.34010951,5.653776057999999,71.43001582,12.0
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,73.34232097,12.0
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,70.95666003,12.0
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,67.39173790000001,12.0
8.0,139.0,199.0,29.36947679,81.53996362,6.3364266670000005,66.13442813,12.0
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,65.29821120000001,12.0
40.0,140.0,195.0,14.97846952,80.49979873,6.2943956760000015,71.63437433,12.0
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,73.55807954,12.0
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,12.0
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,65.90227462,12.0
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.27398640000001,12.0
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,74.03030056,12.0
37.0,135.0,205.0,11.82768186,80.2827185,5.510924848999999,74.10225057,12.0
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,12.0
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,73.67984885,12.0
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,12.0
40.0,132.0,202.0,24.57558351,80.70695797,5.9718130060000005,69.706113,12.0
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,12.0
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,12.0
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,12.0
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,12.0
8.0,136.0,201.0,41.65602996,82.22118237,5.6092559920000005,74.19664838,12.0
25.0,129.0,195.0,17.98667801,81.17712085,5.777271492000001,72.37127689,12.0
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,12.0
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,12.0
33.0,120.0,205.0,35.12158265,82.26890793,5.550832177999999,69.71518491,12.0
35.0,125.0,204.0,19.6491772,80.15215777,6.107741787999999,73.69529586,12.0
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,66.57462809,12.0
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,69.27779761,12.0
28.0,145.0,202.0,19.2077707,82.90428409999998,6.484323189,66.83113717,12.0
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,73.06862952,12.0
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,12.0
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,70.75633584,12.0
14.0,121.0,203.0,9.724457611,83.74765639,6.1586894060000015,74.46411148,12.0
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337000001,69.44115171,12.0
11.0,124.0,204.0,13.42988625,80.06633966,6.361141107000001,71.40043037,12.0
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,12.0
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,66.70016285,12.0
37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,66.5964488,12.0
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,13.0
119.0,19.0,55.0,25.18780042,83.44621709,6.818261382999999,46.87420883,13.0
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,13.0
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932000001,57.95826144,13.0
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,13.0
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,13.0
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,13.0
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,13.0
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,13.0
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,13.0
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,13.0
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912000001,43.08961827,13.0
95.0,12.0,51.0,25.76484262,84.17269959999999,6.681606702000001,44.22066914,13.0
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,13.0
81.0,18.0,50.0,26.80750629,88.22874955,6.429788072999999,58.79889057,13.0
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,13.0
105.0,14.0,50.0,26.2148837,87.68839820000002,6.419052193,59.65590798,13.0
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,13.0
120.0,19.0,49.0,25.79448878,84.26830701,6.762471628999998,56.45229202,13.0
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,13.0
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,13.0
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,13.0
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,13.0
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,13.0
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,13.0
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,13.0
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,13.0
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,13.0
108.0,22.0,46.0,26.17668721,86.72952049999998,6.121168559,53.33484977,13.0
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,13.0
117.0,27.0,48.0,26.53259325,82.39053979,6.835268183999999,54.30660782,13.0
109.0,10.0,53.0,26.81938687,87.8274604,6.5517503060000015,46.06193778,13.0
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,13.0
86.0,6.0,53.0,25.92030221,83.47202566,6.921847887999999,42.10681516,13.0
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,13.0
101.0,20.0,48.0,24.6774157,82.75411437,6.206247493999999,57.05709413,13.0
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,13.0
90.0,16.0,45.0,24.92093261,80.61750795,6.291540277999999,50.55710813,13.0
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,13.0
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,13.0
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,13.0
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,13.0
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,13.0
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,13.0
101.0,17.0,55.0,24.37118217,87.1269128,6.451499763999999,44.63907691,13.0
111.0,6.0,53.0,26.493064500000006,88.59143088,6.313512998999999,46.06382209,13.0
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,13.0
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,13.0
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,13.0
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,13.0
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312000001,46.59207341,13.0
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,13.0
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,13.0
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,13.0
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,13.0
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787000001,40.228644,13.0
113.0,30.0,50.0,26.03967219,83.9862443,6.277484042999999,43.87712348,13.0
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,13.0
114.0,21.0,55.0,25.4438391,87.93923120000002,6.472756256,57.51549686,13.0
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617000001,40.71210074,13.0
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,13.0
91.0,24.0,55.0,26.27061608,83.09194521,6.259086582999999,46.76837499,13.0
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,13.0
89.0,25.0,54.0,24.69368934,85.56967628,6.353107392999999,48.99390828,13.0
100.0,10.0,53.0,24.54356968,84.60808277,6.211748957,42.00660251,13.0
83.0,22.0,54.0,25.89762315,81.96664832,6.277245253999999,54.49960057,13.0
95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,56.31866159,13.0
97.0,12.0,47.0,25.28784623,89.63667876,6.765094963999998,58.28697664,13.0
110.0,7.0,45.0,26.63838589,84.69546874,6.189213927000001,48.32428609,13.0
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707000001,41.53218699,13.0
83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,43.97193745,13.0
115.0,17.0,55.0,27.57826922,94.11878202,6.776533055,28.08253201,14.0
114.0,27.0,48.0,27.82054812,93.03555162,6.528404377999999,26.32405487,14.0
118.0,18.0,52.0,28.04943594,90.83130708,6.562832807,20.76223014,14.0
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,14.0
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,14.0
117.0,24.0,53.0,29.17220859,92.21405224,6.293486295,21.30290472,14.0
114.0,30.0,51.0,29.24908541,90.06998135,6.069171847000001,25.93496537,14.0
113.0,6.0,52.0,27.76317235,90.35567642,6.740983646,25.21609113,14.0
108.0,26.0,52.0,28.82629037,94.26765349,6.201797639,26.23838511,14.0
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,14.0
115.0,9.0,52.0,29.06785065,90.97685539,6.019372459,29.1194739,14.0
83.0,7.0,45.0,29.08417927,90.73891887,6.704104127000001,25.33014238,14.0
109.0,26.0,45.0,28.27973674,90.38971208,6.224535448999998,21.58992507,14.0
95.0,27.0,55.0,28.47212559,91.21322065,6.160414414,20.88620369,14.0
119.0,5.0,55.0,29.68846716,94.30111601,6.168757984,26.83924845,14.0
87.0,14.0,48.0,29.69238699,92.58862544,6.606033244,29.1102594,14.0
85.0,9.0,53.0,28.20619412,92.86798698,6.447662945,28.78654515,14.0
117.0,25.0,53.0,29.11858526,92.12543021,6.413927319,24.52020164,14.0
85.0,21.0,52.0,29.62800691,90.10051615,6.0751441160000015,23.69586761,14.0
104.0,25.0,55.0,29.81196601,90.36881284,6.123802502,22.68766503,14.0
102.0,24.0,54.0,27.72338349,90.93897939,6.698468621,22.81863447,14.0
100.0,17.0,48.0,29.72791119,94.29753295,6.367800632000001,26.52364146,14.0
110.0,25.0,54.0,28.91105641,90.78413842,6.425930938,23.44398467,14.0
98.0,26.0,52.0,27.33897716,90.69759008,6.150090898999999,28.69113835,14.0
88.0,17.0,52.0,29.90415889,90.75284363,6.646962425,25.37828397,14.0
87.0,25.0,46.0,27.42711692,90.02696201,6.379690748,21.7508774,14.0
120.0,8.0,46.0,29.55657523,90.70937262,6.732834334,28.36535596,14.0
120.0,23.0,55.0,27.84492803,91.60666594,6.732049075,26.47844429,14.0
110.0,22.0,47.0,29.03157242,91.82172592,6.243673725,24.93861254,14.0
95.0,23.0,45.0,27.82424457,90.56698742,6.266208727,21.19014526,14.0
106.0,10.0,49.0,27.72653142,92.00687531,6.350623739,20.21126747,14.0
99.0,12.0,52.0,28.69708334,94.30759855,6.002927293,22.21807088,14.0
106.0,20.0,51.0,29.73019662,90.97015715,6.342573112,20.49035619,14.0
83.0,11.0,53.0,29.54097171,92.91778307,6.163921247999999,21.9653077,14.0
113.0,20.0,48.0,27.46583649,94.87679041,6.440584681,27.27899847,14.0
101.0,17.0,47.0,29.49401389,94.72981338,6.185053234,26.30820876,14.0
98.0,7.0,45.0,27.79161808,92.51054946,6.157724816,26.85422624,14.0
93.0,22.0,48.0,29.12533739,91.52291141,6.776987974,21.90440445,14.0
95.0,21.0,47.0,27.93114233,93.56161439,6.431970877,20.66127836,14.0
109.0,12.0,48.0,29.45771748,92.12534736,6.708743843,20.76212031,14.0
118.0,12.0,47.0,27.96872279,92.17444796,6.010739645,28.94766949,14.0
100.0,14.0,49.0,29.48882958,91.07574233,6.365956657999999,26.01909355,14.0
95.0,16.0,46.0,27.076726500000003,90.14362622,6.74669542,24.4514648,14.0
95.0,7.0,45.0,27.30008597,90.80015308,6.031665834,25.09484511,14.0
87.0,6.0,45.0,29.82729394,90.79007335,6.40077205,22.84203589,14.0
93.0,20.0,50.0,29.93061247,93.22980899,6.448792688999999,24.34814338,14.0
84.0,29.0,49.0,29.94349168,93.90741192,6.251420275,20.39020503,14.0
111.0,5.0,52.0,29.8843055,94.0371147,6.135996372,21.0000988,14.0
